Periodo,Area,Subarea,Antiguedad,eNPS_Score,Motivation_Score,Manager_NPS,Liderazgo_Texto,Mejoras_Texto,Mejoras_Categoria,Valoras_Texto,Valoras_Categoria,Salario_Satisfecho,Lider_Claro_Objetivos,Lider_Comunica_Prioridades,Lider_Da_Feedback,Lider_Incentiva_Colaboracion,Lider_Da_Herramientas,Lider_Referente_Cultura
Q1 2025,Sales,,6 meses a 1 año,10,9,10,"Sí, definitivamente recomendaría a mi líder (Guillermo Cajamarca) como un referente de gestión, motivación y desarrollo en el equipo. Su enfoque en mantenernos alineados e informados con los objetivos estratégicos de BIA ha sido clave para mantenerme motivado y comprometido. Además, su capacidad para guiarnos hacia el logro de metas, creando un ambiente claro y colaborativo, ha sido fundamental para el desarrollo continuo del equipo","Bia, es una gran compañía, super agradecida por el aprendizaje y cohesión",Sin comentarios,"Calificaría mi motivación en un 9,  ya que me siento motivado por los valores y la dirección estratégica de BIA, así como por el enfoque en mantener a todos alineados e informados. Sin embargo, últimamente los que estamos en el equipo de ventas nos hemos sentidos presionados por la estrategia la consecución de resultados. por eso es un 9 mi calificación.",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Sales,,Más de 1 año,5,6,10,Nuestra líder actual conoce muy bien el sector energético y tiene siempre la mejor energía para enseñarnos y apoyarnos en el cierre de los negocios ,"Seguir enfocados en los objetivos globales de la empresa pero sin dejar de lado el acompañamiento en los objetivos individuales de cada colaborador, entender las situaciones, brindar apoyo e incluir diversas formas de motivación, no únicamente a través del miedo y la presión ",Cultura y Liderazgo,"Han cambiado mucho las condiciones del equipo comercial últimamente, se siente mucha presión y mantienen la motivación por medio del miedo",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Energy,,Más de 2 años,10,10,10,Tenemos un lider con alto grado de compromiso e inspirador,Tal vez se podrian mejorar otros beneficios no salariales,Beneficios y Salario,Me encantan los retos de la industria,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Marketing,Brand,Más de 1 año,10,10,10,"Juancho es un excelente líder, es claro con los objetivos y hay feedback constante.","Entiendo que por la naturaleza de Bia estemos en constantes cambios, pero considero importante que cuando implementemos una estrategia podamos dejarla madurar y medir resultados antes de cambiar por completo. Esto no es algo que pase constantemente, pero ha pasado en algunas ocasiones. ",Sin comentarios,"Siento que Bia me reta constantemente, siempre estoy aprendiendo y contribuyendo a la empresa. ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Marketing,Partnerships,Más de 1 año,10,10,10,No podría pedir un mejor líder dentro de la organización ,,Sin comentarios,Es el lugar donde debo estar,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Marketing,Partnerships,0 a 3 meses,10,9,10,"Mi lider me proporciona todas las ayudas que necesito, me guía y me acompaña en el proceso",no tengo comentarios,Sin comentarios,"Me siento muy motivado de trabajar en un ambiente cultural tan positivo, donde puedo aportar y aprender mucho",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Marketing,Brand,6 meses a 1 año,8,8,10,"Siento que mi lider es muy oportuna y clara cuando comunica los objetivos y el feedback, también es fácil hablar con ella.","Se deberían respetar los días en casa, porque si bien son dos, no se cumplen muy seguido. También la empresa puede organizarse más",Sin comentarios,"Me gustan los retos que siempre propone Bia al trabajar aquí, trabajar con varios equipos, la libertad de proponer ideas y la visibilidad que uno puede tener.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Energy,,4 meses a 6 meses,8,10,10,"Mi lider se destaca por su capacidad de confianza en el equipo, explicación, acompañamiento y retroalimentación en los diferentes ámbitos. Su capacidad para delegar hace que la fuerza del equipo esté bien distribuida y podamos sacar adelante los proyectos y tareas que como área tenemos. Me instruye y permite participar en procesos importantes.","La experiencia como colaborador es muy buena. Podría mejorarse la comunicación de los cambios corporativos a nivel general, dado que a veces se dan cambios en áreas o cargos y el medio de la noticia suele ser por voz a voz antes que de manera oficial. ",Sin comentarios,"Me siento muy motivada porque cada día aprendo del negocio y del movimiento del mercado. Me siento a gusto con mi equipo y cada dia es un reto diferente, pues se me ha dado la oportunidad de liderar proyectos y tareas importantes del área. Es una compañía que impulsa el crecimiento personal. ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Marketing,Brand,6 meses a 1 año,10,9,10,Mi lider en todo momento me esta motivando a cumplir mis objetivos y nuevos retos,No sabria que mejorar,Sin comentarios,Dia a dia Bia me reta a ser un mejor profesional y lider ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q1 2025,Marketing,Brand,0 a 3 meses,9,9,9,"Mi lider me hace sentir escuchada cuando no entiendo, los feedbacks son desde la construccion y buscando siempre un aprendizaje continuo, me ayudan cuando me siento tal vez confundida o frustrada, me guian hacia los objetivos y siempre dan claridad con las tareas",Incentivando los espacio de pausas activas,Bienestar y Balance,"me motiva que siempre siento que voy a crecer, que voy a aprender y que tengo la oportunidad de arriesgarme a proponer y dar nuevas ideas, no me siento en una rutina agotadora de una misma tarea",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,UX,Service,6 meses a 1 año,10,10,10,Excelente gestión.,Vamos bien.,General / Otros,"Altamente feliz, nunca había conocido una empresa con tanta calidad humana, que incentive a sus empleados, se preocupe por su bienestar y el de sus clientes.",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Energy,,Más de 2 años,7,9,10,El líder nos permite tener una buena comunicación de tal manera que podemos aportar ideas y así mismo recibir retroalimentación sobre los procesos y enfocarnos en siempre ser mejores,Sugiero que se pueda escoger los días trabajo en la oficina,Sin comentarios,"Por ser dinámicos al momento de trabajar, al ser una empresa ambiciosa, podemos demostrar nuestro potencial y apuntarle a las metas que nos proponemos ",Impacto y Propósito,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Marketing,Brand,Más de 1 año,8,8,9,"Mariana, siempre brinda un feedback constructivo en el cual puedo ver mis oportunidades de mejora y siempre me enseña a no ver el vaso totalmente lleno, sino siempre ver las oportunidades de mejora, adicional a eso es una persona que siempre le ve el lado positivo a las cosas  y hace que las cosas pasen.","Se podría mejorar el tema de beneficios y de herramientas para aprendizaje, buscar cooperativas de ahorro, he visto a muchos que quieren iniciar con ese proceso.",Beneficios y Salario,"Me siento motivada, porque he venido recibiendo otros proyectos y teniendo más autonomía en los tiempos de mi área",Autonomía e Innovación,Parcialmente.,Si.,Si.,No.,Si.,No.,Si.
Q1 2025,Marketing,Brand,4 meses a 6 meses,8,9,9,"Si, mi líder tienes excelentes cualidades de gestión y liderazgo.","Mejores incentivos de bienestar, cómo alianzas con restaurantes, plataformas que ofrezcan servicios de salud física o psicológica, plataformas de pausas activas, entre otros.",Bienestar y Balance,Es una muy buena empresa para aportar y enriquecer mis conocimientos laborales.,Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,VP,6 meses a 1 año,10,9,10,Creo que mi líder ejemplifica estos principios de cultura.,"A nivel general estamos muy enfocados en los números y podríamos reforzar mas las dinámicas de equipo y asegurar espacio mas de ""integración"".",Bienestar y Balance,La cultura me gusta mucho y la proyección del impacto como empresa se alinea a lo que busco.,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Finanzas,Contabilidad y Taxes,0 a 3 meses,10,10,10,Mi líder siempre tiene la mejor disposición de ayudar y explicar los temas de los cuales no tengo un amplio conocimiento. ,Por el momento no tengo aspectos a mejorar en mi ambiente de trabajo. ,Sin comentarios,Trabajar en Bia es una experiencia muy agradable y que inspira a lograr metas de la mejor forma ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,10,10,Hernan como lider nos ha brindado apoyo y confianza teorico-practico y logrando un excelente compañerismo entre el equipo. ,"Podemos seguir brindando oportunidades de crecimiento que incluyan a todo el personal general del BIA, podemos colocar metas o planes de mejora en cada equipo.",Plan de Carrera y Capacitación,"Bia me ha brindado distintas oportunidades de crecimiento profesional, donde he adquirido nuevos conocimientos relacionados a mi profesión y poder aplicarlos para la solución de problemáticas y necesidades.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,9,9,Es una persona muy enfocada y clara respecto a la información que nos brinda.,"Trabajar en BIA ha sido una de las mejores experiencias que he tenido en mi vida, y cualquiera que quiera crecer y hacer la diferencia en las cosas que hace debería estar aquí",Sin comentarios,"Bia ha sido una escuela en la cual me he crecido demasiado en lo profesional y en lo personal, estoy muy contento de estar en la compañia",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Parcialmente.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,10,10,Hernan Manjarrez como lider maneja la operación de una manera excelente y no dirige de manera correcta.,"Podríamos seguir capacitando el personal en otros procesos para convertirnos en piezas claves. No quedarnos con lo que sabemos si no aprender mucho más.
Oportunidades de que la empresa nos apoye para estudiar una carrera profesional y poder explotar el conocimiento en ella ",Plan de Carrera y Capacitación,Excelente experiencia ser parte de la familia BIA. ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,10,10,Tengo un excelente líder,"Sería bueno contar con beneficios para los trabajadores como. medicina prepagada. También es bueno contar con una plataforma que pueda tener el organigrama de BIA actualizado, es normal en este tipo de compañías tener cambios contantes y una herramienta visual puede ayudar muchisimo la alineación entre areas.",Beneficios y Salario,Me siento muy motivado trabajando en BIA ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,UX,Concierge,4 meses a 6 meses,10,10,10,"Damaris Castañeda, es una excelente líder. Me brinda feedback de manera oportuna y constructiva. Me comunica de manera clara y oportuna las prioridades. Siempre tiene la disposición de escuchar y se comunica asertivamente.","Con talleres de desarrollo personal, inteligencia emocional y manejo del estrés.",Sin comentarios,Considero que tengo oportunidades de crecimiento profesional.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,10,9,Está al tanto de la necesidades de la actividades a realizar,Actualización de los temas desarrollado de las actividades del colaborador ,Bienestar y Balance,Es algo fuera de lo común ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Finanzas,Contabilidad y Taxes,Más de 1 año,10,10,10,"Andrea es una lider que motiva a organizarse y ser autónomo en los procesos, realizando un acompañamiento pero empoderando a la toma de decisiones.",Mejorar las experiencias de integración. ,Bienestar y Balance,"Bia es una compañía que permite muchas cosas, crecimiento profesional, personal, relacionamiento, aportar y la opinión es tenida en cuenta. ",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,10,10,"Es un lider que trata de estar siempre cerca, y que está atento a escucharte. Gracias ",BIA,Sin comentarios,"Excelente compañía, cómo me están tratando no lo había hecho otra compañía, gracias.",General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,OPS,FieldOps,6 meses a 1 año,10,10,10,"Crack. Brinda el apoyo requerido para realizar las tareas de forma adecuada, ademas aporta al crecimiento personal. ",Brindando Facilidades Economicas para estudios. Y asi junto con Bia aportar al crecimiento laboral y personal. ,Plan de Carrera y Capacitación,Brinda oportunidad de crecimiento personal y profesional y añado calidad de vida a la Familia. ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2025,Tech,Internal,Más de 1 año,10,10,9,Debe sacar más tiempo para compartir con su equipo. Tiene demasiadas responsabilidades que le impiden conocer a profundidad el contexto de negocio en el cual se mueve su equipo,,Sin comentarios,"BIA es una increible empresa para trabajar. el desafio es increible, el equipo es espectacular y ofrece proyecciones para profesionales jovenes. 

",Crecimiento y Aprendizaje,Si.,Si.,Parcialmente.,Parcialmente.,Si.,Si.,Si.
Q1 2025,Energy,,Más de 1 año,9,9,10,"Guillermo es un líder que fomenta los retos y el continuo aprendizaje a través de tareas retadoras, también busca generar espacios de debate y proposición en equipo. ","Si bien Bia es una start up, considero que el único punto que podríamos mejorar como empresa para ser considerados un excelente lugar de trabajo es reflejar mayor estabilidad. La estabilidad se da en primer lugar a partir de la tranquilidad que la empresa le da a sus empleados, esto es una consecuencia de la consistencia y estabilidad del norte de la empresa, al ser tan cambiante el norte de la empresa se dan eventos desestabilizan esa tranquilidad.",Sin comentarios,Considero que en Bia contamos con un ambiente que permite aportar conforme cada contribuidor desee hacerlo y así mismo es relativamente sencillo generar los espacios para abrir puertas y crecer.,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
